단어,개수
저소득층,1
대상자다.,1
의료기술,1
"높이고,",1
기획했다는,1
설명이다.뷰노메드,1
딥카스는,2
진입했다.,1
‘24시간,1
감시’는,1
선제,1
돕는다.,1
진료과와,1
상관없이,1
활용할,1
비급여라,1
딥카스를,2
공급하고,1
무료로,1
있게,2
한다는,1
계획이다.,4
보건복지부에,1
6%다.,1
재원(在院)일수는,1
6.4일보다,1
길다.,1
수급권자라,1
해도,1
청구액은,1
한다.이예하,1
활동”이라며,1
“앞으로도,1
체험하고,1
하겠다”고,1
'뷰노메드,5
딥카스',1
가동(서울=연합뉴스),1
김잔디,1
딥카스'를,1
프로그램(PAP;,1
Patient,1
Program)을,1
일반,1
병동에,1
입원한,1
전자의무기록(EMR)에,1
담긴,1
활력,1
징후,1
"감시,",1
예측하는,2
이달,1
병원에서,1
하기,1
문에,1
소득에,1
제한된다고,1
"보고,",1
지원을,1
발생하는,1
건강보험,1
중에서,1
본인이,1
없지만,1
비급여의,1
이예하,4
"""환자",1
"활동""이라며",1
"""'환자",1
헬스케어'를,1
"다하겠다""고",4
딥카스™,1
예시(서울=연합뉴스),1
감시하고,1
딥카스™',1
예시.,1
2022.08.25.,1
[뷰노,1
제공.,2
재판매,2
DB,2
금지],2
jandi@yna.co.kr,1
개인용,3
심전도,12
측정,3
하티브,2
프로[뷰노,1
(서울=연합뉴스),1
조현영,1
'하티브,1
프로'(Hativ,1
Pro)가,1
식품의약품안전처,1
인증을,3
획득했다고,1
3일,2
제품은,4
심전도를,3
측정해,1
기록·저장·전송하는,1
작고,2
휴대가,2
간편해,2
간단하게,1
심장,2
신호를,4
측정할,2
측정값을,1
모바일,2
앱으로,1
있다고,1
추후,1
부정맥,2
심장질환,1
탐지가,1
가정용,3
의료기기를,5
연이어,2
출시하고,1
분석,3
소프트웨어인,1
딥ECG'(VUNO,1
Med®-DeepECG™)를,1
탑재할,2
또,4
통합,2
브랜드인,2
'하티브'(Hativ)를,1
론칭할,1
"""앞으로",1
일상에서의,1
건강관리를,2
데이터,3
심혈관,3
질환으로,2
인한,2
사망률을,2
줄이고,3
의료의,1
방향인,1
예방적,2
치료에,2
hyun0@yna.co.kr,1
B2C,2
본격화뷰노는,1
‘하티브,1
프로(Hativ,1
Pro)’에,1
식품의약품안전처에서,1
인증받았다고,1
시작으로,2
영역을,1
기업소비자간거래(B2C)로,1
"확장하고,",1
생체신호,1
본격화할,1
프로는,1
뷰노가,1
처음,1
선보인,1
하드웨어,1
"측정하고,",1
기록,1
저장,1
전송한다.,1
언제,1
어디서든,1
측정된,2
연결된,1
앱(응용,1
프로그램)을,1
있다.뷰노는,1
인증,1
획득을,1
심장질환을,1
탐지하는,1
출시할,1
식약처로부터,1
혁신의료기기로,2
지정된,1
소프트웨어,1
딥ECG’를,1
강화한다는,1
방침이다.,1
‘하티브(Hativ)’를,1
"출시해,",1
소비자들이,1
일상에서,1
만성질환을,1
조기,2
진단할,2
지원할,1
“하티브,1
프로에,1
인증으로,1
사업에,1
진입하게,1
됐다”며,1
“일상에서,1
기반의,1
"통해,",1
노력하겠다”고,1
[헤럴드경제=증권부],1
마이허브와,2
공급계약을,2
체결했다고,2
공시했다.계약금액은,1
7억원으로,2
31.14%에,2
규모이다.계약기간은,1
2025년,1
31일까지다.,1
주식회사,1
계약금액은,1
해당한다.,1
딥ECG’에,2
계획뷰노는,1
회사의,2
연구,5
결과가,1
분야의,1
과학기술논문인용색인(SCI)급,1
학술지인,1
‘Frontiers,1
in,1
Cardiovascular,1
Medicine’에,1
게재됐다고,1
21일,1
밝혔다.24시간,1
홀터,5
검사로,2
결과(데이터)를,1
분석해,4
심방세동을,2
감지하는,1
연구다.,1
연구는,1
딥러닝,3
알고리즘으로,1
잠재된,1
발작성,3
심방세동(PAF)을,1
있는지,2
확인한,1
시험이다.,1
김주연,1
삼성서울병원,1
교수팀과,1
공동으로,1
진행됐다.,1
검사는,1
기록해,1
부정맥의,1
종류와,1
빈도를,1
파악하는,1
검사다.,1
장시간,1
측정하기,1
축적된,1
데이터의,1
양이,1
많고,1
방해,1
요소(노이즈)가,1
포함돼,1
있을,2
높아,1
분석이,1
어려운,2
알려져,1
있다.연구진은,1
구축하고,1
측정한,1
정상,1
동리듬,2
심전도(Normal,1
Sinus,1
Rhythm)를,1
분석했다.,1
심방세동의,2
숨겨진,1
감지할,1
확인했다.,1
심방세동은,1
심전도가,1
정상적으로,1
유지되던,1
갑자기,1
불규칙한,1
맥박이,1
발생했다가,1
사라지는,1
한,1
종류다.,1
증상이,1
없고,1
간헐적으로,1
발생하기,1
진단이,1
경우가,1
많다고,1
했다.연구,1
결과,2
진단받은,1
환자와,1
그렇지,1
않은,1
유의미하게,1
구분했다는,1
향후,2
패치형,1
심전계,1
시장의,1
성장에도,1
기대했다.,1
심방세동이,1
뇌졸중의,1
원인인,1
뇌졸중,1
예방,1
재발,1
방지에,1
도움이,1
것이라고도,1
적용할,1
딥러닝을,1
심부전증,1
심근경색증,1
부정맥을,1
검출하는,1
소프트웨어다.,2
식품의약품안전처로부터,1
제16호,1
지정됐다.이예하,1
“향후,1
심전계는,1
물론,1
패치나,1
장치,1
등에도,1
호환할,1
선보이겠다”고,1
4종,1
전시뷰노가,1
오스트리아,2
빈에서,2
개최되는,1
유럽,3
영상의학회(ECR,1
2022)에,1
참가한다고,1
행사에서,1
획득한,1
영상의학,2
4개,1
전시한다.,1
사례와,1
임상,1
소개할,2
예정이다.전시,1
흉부CT,1
"AI,",1
"본에이지,",1
체스트,3
"엑스레이,",1
딥브레인,1
등이다.,1
각,2
인공지능(AI)을,1
엑스레이,4
컴퓨터단층촬영(CT),1
자기공명영상(MRI),1
의료영상을,1
진단을,2
행사장,1
전시관인,1
'AIX(AI,1
Exhibition)'에서,1
각국,1
현장에서,1
쓰이고,1
사례를,1
공유한다.,1
워크플로우(업무흐름)를,1
개선하고,1
정확도와,1
판독,6
효율을,1
높이는,1
장점을,1
전달할,1
발표,1
세션에서는,1
뇌,2
MRI,2
영역에,1
발표한다.,1
발표는,1
치매,1
알고리즘의,1
성능과,1
경도인지장애,1
단계에서,1
치매로,1
전환될,1
모델이,1
미리,1
예측해,1
진단에,1
기여한다는,1
내용,1
담고,1
"""ECR",1
2022에,1
참가해,1
솔루션을,2
관계자들에게,1
적극적으로,1
"예정""이라며",1
"""유럽",1
잠재,1
고객들과,1
대면할,1
기회인만큼,1
해외,1
성과를,1
가속화할,1
말했다.ECR은,1
영상의학과,1
전문의,1
관계자가,1
참여하는,1
행사다.,1
올해는,1
온·오프라인으로,1
개최된다.,1
중부유럽,1
표준시(CET),1
13일부터,1
17일까지,1
진행된다.,1
부대,2
시범적용,2
예정,1
솔루션앞줄,1
이종섭,1
국방부,1
"장관,",2
이종호,1
과학기술정보통신부,2
대표.뷰노는,1
장병,1
AI·SW,1
역량강화,1
비전선포식에서,1
예정인,2
의료영상,2
보조,2
시연했다고,1
밝혔다.이번,1
사업은,1
과학기술,1
강군,1
육성,1
100만,1
인재양성을,1
과학기술정보통신부와,1
국방부가,1
협업,1
추진한다.,1
이동형,1
장비에,1
흉부,2
엑스레이'를,1
탑재한,1
시연했다.,1
강원도,1
소재,1
5개,1
부대에,1
시범,2
제품이다.,1
산하,1
정보통신산업진흥원(NIPA)이,1
'AI,1
융합,1
진료·판독시스템,1
구축',1
개발했다.,1
별도의,1
차폐,1
시설,1
없이도,1
촬영이,1
인공지능을,1
초,1
이내에,1
제공해,1
효율성과,2
정확도를,2
높인다는,1
격오지를,1
중심으로,1
현장,1
의료서비스가,1
가능하도록,1
"설계돼,",1
환경(인프라)이,1
낙후한,1
지역에서도,1
편차를,1
도울,1
기대,1
"""군",1
절차가,1
예정돼,1
"만큼,",1
의료기기가,1
체계,1
전반에서,1
향상시키는,1
"기대된다""고",1
말했다.이예하,1
"""뷰노메드",1
엑스레이가,1
패키지를,1
선보일,1
"기쁘다""며",1
"""추후에도",1
군에,1
최적화된,1
개발해,1
국가를,1
헌신하는,1
장병의,1
건강증진과,1
보건의료,1
향상에,1
일조할,1
